employee_id,department,review_date,score,reviewer_id,promoted
EMP0291,Operations,2025-05-01,3.2,EMP0037,False
EMP0292,Marketing,2024-11-02,3.0,EMP0003,False
EMP0293,Sales,2024-05-16,2.8,EMP0045,False
EMP0293,Sales,2025-05-16,2.3,EMP0045,False
EMP0294,Finance,2025-03-17,3.8,EMP0046,False
EMP0295,Operations,2024-05-27,3.4,EMP0034,False
EMP0295,Operations,2025-05-27,3.4,EMP0034,False
EMP0296,HR,2024-10-12,3.7,EMP0035,False
EMP0296,HR,2025-10-12,3.7,EMP0035,False
EMP0297,Marketing,2025-07-07,4.1,EMP0040,False
EMP0298,Sales,2024-04-10,3.9,EMP0020,False
EMP0298,Sales,2025-04-10,3.4,EMP0020,False
EMP0299,Marketing,2025-06-20,3.5,EMP0023,False
EMP0300,HR,2025-05-22,3.4,EMP0023,False
