employee_id,department,step,step_start,step_end,days_taken,status
EMP0079,Sales,IT Setup,2023-11-25,2023-12-02,7,Completed
EMP0079,Sales,Training,2023-12-02,2023-12-03,1,Completed
EMP0079,Sales,Manager Briefing,2023-12-03,2023-12-07,4,Completed
EMP0079,Sales,System Access,2023-12-07,2023-12-16,9,Completed
EMP0080,Sales,Document Submission,2023-06-06,2023-06-09,3,Completed
EMP0080,Sales,IT Setup,2023-06-09,2023-06-23,14,Completed
EMP0080,Sales,Training,2023-06-23,2023-06-24,1,Completed
EMP0080,Sales,Manager Briefing,2023-06-24,2023-06-25,1,Completed
EMP0080,Sales,System Access,2023-06-25,2023-07-01,6,Completed
EMP0081,HR,Document Submission,2024-03-01,2024-03-03,2,Completed
EMP0081,HR,IT Setup,2024-03-03,2024-03-17,14,Completed
EMP0081,HR,Training,2024-03-17,2024-03-21,4,Completed
EMP0081,HR,Manager Briefing,2024-03-21,2024-03-24,3,Completed
EMP0081,HR,System Access,2024-03-24,2024-03-27,3,Completed
EMP0082,Operations,Document Submission,2023-01-07,2023-01-08,1,Completed
EMP0082,Operations,IT Setup,2023-01-08,2023-01-23,15,Completed
EMP0082,Operations,Training,2023-01-23,2023-01-26,3,Completed
EMP0082,Operations,Manager Briefing,2023-01-26,2023-01-27,1,Completed
EMP0082,Operations,System Access,2023-01-27,2023-02-01,5,Completed
EMP0083,Finance,Document Submission,2025-01-22,2025-01-25,3,Completed
EMP0083,Finance,IT Setup,2025-01-25,2025-01-30,5,Completed
EMP0083,Finance,Training,2025-01-30,2025-02-01,2,Completed
EMP0083,Finance,Manager Briefing,2025-02-01,2025-02-03,2,Completed
EMP0083,Finance,System Access,2025-02-03,2025-02-12,9,Completed
EMP0084,Sales,Document Submission,2024-05-12,2024-05-13,1,Completed
EMP0084,Sales,IT Setup,2024-05-13,2024-05-22,9,Completed
EMP0084,Sales,Training,2024-05-22,2024-05-24,2,Completed
EMP0084,Sales,Manager Briefing,2024-05-24,2024-05-26,2,Completed
EMP0084,Sales,System Access,2024-05-26,2024-06-04,9,Completed
EMP0085,Finance,Document Submission,2024-09-29,2024-10-02,3,Completed
EMP0085,Finance,IT Setup,2024-10-02,2024-10-13,11,Completed
EMP0085,Finance,Training,2024-10-13,2024-10-15,2,Completed
EMP0085,Finance,Manager Briefing,2024-10-15,2024-10-16,1,Completed
EMP0085,Finance,System Access,2024-10-16,2024-10-24,8,Completed
EMP0086,Engineering,Document Submission,2023-05-19,2023-05-20,1,Completed
EMP0086,Engineering,IT Setup,2023-05-20,2023-05-26,6,Completed
EMP0086,Engineering,Training,2023-05-26,2023-05-30,4,Completed
EMP0086,Engineering,Manager Briefing,2023-05-30,2023-06-01,2,Completed
EMP0086,Engineering,System Access,2023-06-01,2023-06-05,4,Completed
EMP0087,Finance,Document Submission,2024-04-10,2024-04-13,3,Completed
EMP0087,Finance,IT Setup,2024-04-13,2024-04-27,14,Completed
EMP0087,Finance,Training,2024-04-27,2024-05-01,4,Completed
EMP0087,Finance,Manager Briefing,2024-05-01,2024-05-04,3,Completed
EMP0087,Finance,System Access,2024-05-04,2024-05-07,3,Completed
EMP0088,HR,Document Submission,2024-04-26,2024-04-29,3,Completed
EMP0088,HR,IT Setup,2024-04-29,2024-05-11,12,Completed
EMP0088,HR,Training,2024-05-11,2024-05-15,4,Completed
EMP0088,HR,Manager Briefing,2024-05-15,2024-05-17,2,Completed
EMP0088,HR,System Access,2024-05-17,2024-05-25,8,Completed
EMP0089,Marketing,Document Submission,2023-02-01,2023-02-05,4,Completed
EMP0089,Marketing,IT Setup,2023-02-05,2023-02-16,11,Completed
EMP0089,Marketing,Training,2023-02-16,2023-02-18,2,Completed
EMP0089,Marketing,Manager Briefing,2023-02-18,2023-02-22,4,Completed
EMP0089,Marketing,System Access,2023-02-22,2023-02-26,4,Completed
EMP0090,Sales,Document Submission,2024-11-16,2024-11-19,3,Completed
EMP0090,Sales,IT Setup,2024-11-19,2024-11-27,8,Completed
EMP0090,Sales,Training,2024-11-27,2024-11-28,1,Completed
EMP0090,Sales,Manager Briefing,2024-11-28,2024-11-29,1,Completed
EMP0090,Sales,System Access,2024-11-29,2024-12-06,7,Completed
EMP0091,Sales,Document Submission,2025-02-04,2025-02-06,2,Completed
EMP0091,Sales,IT Setup,2025-02-06,2025-02-17,11,Completed
EMP0091,Sales,Training,2025-02-17,2025-02-19,2,Completed
EMP0091,Sales,Manager Briefing,2025-02-19,2025-02-23,4,Completed
EMP0091,Sales,System Access,2025-02-23,2025-03-03,8,Completed
EMP0092,Operations,Document Submission,2023-11-16,2023-11-19,3,Completed
EMP0092,Operations,IT Setup,2023-11-19,2023-11-25,6,Completed
EMP0092,Operations,Training,2023-11-25,2023-11-26,1,Completed
EMP0092,Operations,Manager Briefing,2023-11-26,2023-11-27,1,Completed
EMP0092,Operations,System Access,2023-11-27,2023-12-04,7,Completed
EMP0093,Engineering,Document Submission,2025-04-30,2025-05-04,4,Completed
EMP0093,Engineering,IT Setup,2025-05-04,2025-05-14,10,Completed
EMP0093,Engineering,Training,2025-05-14,2025-05-17,3,Completed
EMP0093,Engineering,Manager Briefing,2025-05-17,2025-05-18,1,Completed
EMP0093,Engineering,System Access,2025-05-18,2025-05-23,5,Completed
EMP0094,Marketing,Document Submission,2023-05-04,2023-05-05,1,Completed
EMP0094,Marketing,IT Setup,2023-05-05,2023-05-12,7,Completed
EMP0094,Marketing,Training,2023-05-12,2023-05-16,4,Completed
EMP0094,Marketing,Manager Briefing,2023-05-16,2023-05-20,4,Completed
EMP0094,Marketing,System Access,2023-05-20,2023-05-29,9,Completed
EMP0095,Operations,Document Submission,2024-01-15,2024-01-16,1,Completed
EMP0095,Operations,IT Setup,2024-01-16,2024-01-21,5,Completed
EMP0095,Operations,Training,2024-01-21,2024-01-22,1,Completed
EMP0095,Operations,Manager Briefing,2024-01-22,2024-01-25,3,Completed
EMP0095,Operations,System Access,2024-01-25,2024-01-29,4,Completed
EMP0096,Engineering,Document Submission,2024-01-06,2024-01-09,3,Completed
EMP0096,Engineering,IT Setup,2024-01-09,2024-01-20,11,Completed
EMP0096,Engineering,Training,2024-01-20,2024-01-21,1,Completed
EMP0096,Engineering,Manager Briefing,2024-01-21,2024-01-24,3,Completed
EMP0096,Engineering,System Access,2024-01-24,2024-02-02,9,Completed
EMP0097,Finance,Document Submission,2024-06-18,2024-06-22,4,Completed
EMP0097,Finance,IT Setup,2024-06-22,2024-06-28,6,Completed
EMP0097,Finance,Training,2024-06-28,2024-06-30,2,Completed
EMP0097,Finance,Manager Briefing,2024-06-30,2024-07-02,2,Completed
EMP0097,Finance,System Access,2024-07-02,2024-07-11,9,Completed
EMP0098,Finance,Document Submission,2025-01-18,2025-01-20,2,Completed
EMP0098,Finance,IT Setup,2025-01-20,2025-01-27,7,Completed
EMP0098,Finance,Training,2025-01-27,2025-01-30,3,Completed
EMP0098,Finance,Manager Briefing,2025-01-30,2025-02-02,3,Completed
EMP0098,Finance,System Access,2025-02-02,2025-02-09,7,Completed
EMP0099,HR,Document Submission,2023-09-07,2023-09-11,4,Completed
EMP0099,HR,IT Setup,2023-09-11,2023-09-18,7,Completed
EMP0099,HR,Training,2023-09-18,2023-09-19,1,Completed
EMP0099,HR,Manager Briefing,2023-09-19,2023-09-21,2,Completed
EMP0099,HR,System Access,2023-09-21,2023-09-30,9,Completed
EMP0100,HR,Document Submission,2025-05-21,2025-05-24,3,Completed
EMP0100,HR,IT Setup,2025-05-24,2025-06-04,11,Completed
EMP0100,HR,Training,2025-06-04,2025-06-07,3,Completed
EMP0100,HR,Manager Briefing,2025-06-07,2025-06-11,4,Completed
EMP0100,HR,System Access,2025-06-11,2025-06-15,4,Completed
EMP0101,HR,Document Submission,2025-06-20,2025-06-23,3,Completed
EMP0101,HR,IT Setup,2025-06-23,2025-07-02,9,Completed
EMP0101,HR,Training,2025-07-02,2025-07-04,2,Completed
EMP0101,HR,Manager Briefing,2025-07-04,2025-07-08,4,Completed
EMP0101,HR,System Access,2025-07-08,2025-07-14,6,Completed
EMP0102,Operations,Document Submission,2023-03-29,2023-04-02,4,Completed
EMP0102,Operations,IT Setup,2023-04-02,2023-04-08,6,Completed
EMP0102,Operations,Training,2023-04-08,2023-04-10,2,Completed
EMP0102,Operations,Manager Briefing,2023-04-10,2023-04-13,3,Completed
EMP0102,Operations,System Access,2023-04-13,2023-04-16,3,Completed
EMP0103,Marketing,Document Submission,2024-12-29,2025-01-02,4,Completed
EMP0103,Marketing,IT Setup,2025-01-02,2025-01-12,10,Completed
EMP0103,Marketing,Training,2025-01-12,2025-01-16,4,Completed
EMP0103,Marketing,Manager Briefing,2025-01-16,2025-01-19,3,Completed
EMP0103,Marketing,System Access,2025-01-19,2025-01-29,10,Completed
EMP0104,Sales,Document Submission,2023-09-07,2023-09-10,3,Completed
EMP0104,Sales,IT Setup,2023-09-10,2023-09-21,11,Completed
EMP0104,Sales,Training,2023-09-21,2023-09-23,2,Completed
EMP0104,Sales,Manager Briefing,2023-09-23,2023-09-26,3,Completed
EMP0104,Sales,System Access,2023-09-26,2023-10-04,8,Completed
EMP0105,Operations,Document Submission,2024-03-11,2024-03-13,2,Completed
EMP0105,Operations,IT Setup,2024-03-13,2024-03-25,12,Completed
EMP0105,Operations,Training,2024-03-25,2024-03-28,3,Completed
EMP0105,Operations,Manager Briefing,2024-03-28,2024-03-30,2,Completed
EMP0105,Operations,System Access,2024-03-30,2024-04-08,9,Completed
EMP0106,Marketing,Document Submission,2023-11-10,2023-11-13,3,Completed
EMP0106,Marketing,IT Setup,2023-11-13,2023-11-22,9,Completed
EMP0106,Marketing,Training,2023-11-22,2023-11-26,4,Completed
EMP0106,Marketing,Manager Briefing,2023-11-26,2023-11-28,2,Completed
EMP0106,Marketing,System Access,2023-11-28,2023-12-06,8,Completed
EMP0107,HR,Document Submission,2024-07-02,2024-07-06,4,Completed
EMP0107,HR,IT Setup,2024-07-06,2024-07-15,9,Completed
EMP0107,HR,Training,2024-07-15,2024-07-19,4,Completed
EMP0107,HR,Manager Briefing,2024-07-19,2024-07-22,3,Completed
EMP0107,HR,System Access,2024-07-22,2024-07-26,4,Completed
EMP0108,Marketing,Document Submission,2025-01-11,2025-01-13,2,Completed
EMP0108,Marketing,IT Setup,2025-01-13,2025-01-27,14,Completed
EMP0108,Marketing,Training,2025-01-27,2025-01-29,2,Completed
EMP0108,Marketing,Manager Briefing,2025-01-29,2025-01-30,1,Completed
EMP0108,Marketing,System Access,2025-01-30,2025-02-09,10,Completed
EMP0109,Engineering,Document Submission,2023-10-31,2023-11-02,2,Completed
EMP0109,Engineering,IT Setup,2023-11-02,2023-11-14,12,Completed
EMP0109,Engineering,Training,2023-11-14,2023-11-17,3,Completed
EMP0109,Engineering,Manager Briefing,2023-11-17,2023-11-18,1,Completed
EMP0109,Engineering,System Access,2023-11-18,2023-11-27,9,Completed
EMP0110,Marketing,Document Submission,2023-10-08,2023-10-12,4,Completed
EMP0110,Marketing,IT Setup,2023-10-12,2023-10-19,7,Completed
EMP0110,Marketing,Training,2023-10-19,2023-10-22,3,Completed
EMP0110,Marketing,Manager Briefing,2023-10-22,2023-10-24,2,Completed
EMP0110,Marketing,System Access,2023-10-24,2023-10-31,7,Completed
EMP0111,Marketing,Document Submission,2024-05-17,2024-05-19,2,Completed
EMP0111,Marketing,IT Setup,2024-05-19,2024-05-30,11,Completed
EMP0111,Marketing,Training,2024-05-30,2024-06-03,4,Completed
EMP0111,Marketing,Manager Briefing,2024-06-03,2024-06-04,1,Completed
EMP0111,Marketing,System Access,2024-06-04,2024-06-14,10,Completed
EMP0112,Finance,Document Submission,2023-02-22,2023-02-26,4,Completed
EMP0112,Finance,IT Setup,2023-02-26,2023-03-12,14,Completed
EMP0112,Finance,Training,2023-03-12,2023-03-16,4,Completed
EMP0112,Finance,Manager Briefing,2023-03-16,2023-03-20,4,Completed
EMP0112,Finance,System Access,2023-03-20,2023-03-23,3,Completed
EMP0113,Finance,Document Submission,2024-08-13,2024-08-16,3,Completed
EMP0113,Finance,IT Setup,2024-08-16,2024-08-29,13,Completed
EMP0113,Finance,Training,2024-08-29,2024-08-30,1,Completed
EMP0113,Finance,Manager Briefing,2024-08-30,2024-08-31,1,Completed
EMP0113,Finance,System Access,2024-08-31,2024-09-06,6,Completed
EMP0114,Operations,Document Submission,2023-03-29,2023-04-01,3,Completed
EMP0114,Operations,IT Setup,2023-04-01,2023-04-08,7,Completed
EMP0114,Operations,Training,2023-04-08,2023-04-09,1,Completed
EMP0114,Operations,Manager Briefing,2023-04-09,2023-04-13,4,Completed
EMP0114,Operations,System Access,2023-04-13,2023-04-21,8,Completed
EMP0115,Operations,Document Submission,2024-09-25,2024-09-29,4,Completed
EMP0115,Operations,IT Setup,2024-09-29,2024-10-05,6,Completed
EMP0115,Operations,Training,2024-10-05,2024-10-06,1,Completed
EMP0115,Operations,Manager Briefing,2024-10-06,2024-10-07,1,Completed
EMP0115,Operations,System Access,2024-10-07,2024-10-14,7,Completed
EMP0116,Finance,Document Submission,2024-08-25,2024-08-27,2,Completed
EMP0116,Finance,IT Setup,2024-08-27,2024-09-09,13,Completed
EMP0116,Finance,Training,2024-09-09,2024-09-11,2,Completed
EMP0116,Finance,Manager Briefing,2024-09-11,2024-09-15,4,Completed
EMP0116,Finance,System Access,2024-09-15,2024-09-23,8,Completed
EMP0117,Operations,Document Submission,2023-04-12,2023-04-16,4,Completed
EMP0117,Operations,IT Setup,2023-04-16,2023-04-28,12,Completed
EMP0117,Operations,Training,2023-04-28,2023-04-30,2,Completed
EMP0117,Operations,Manager Briefing,2023-04-30,2023-05-03,3,Completed
EMP0117,Operations,System Access,2023-05-03,2023-05-06,3,Completed
EMP0118,HR,Document Submission,2023-06-10,2023-06-14,4,Completed
EMP0118,HR,IT Setup,2023-06-14,2023-06-20,6,Completed
EMP0118,HR,Training,2023-06-20,2023-06-23,3,Completed
EMP0118,HR,Manager Briefing,2023-06-23,2023-06-27,4,Completed
EMP0118,HR,System Access,2023-06-27,2023-07-01,4,Completed
EMP0119,Engineering,Document Submission,2024-12-06,2024-12-07,1,Completed
EMP0119,Engineering,IT Setup,2024-12-07,2024-12-14,7,Completed
EMP0119,Engineering,Training,2024-12-14,2024-12-17,3,Completed
EMP0119,Engineering,Manager Briefing,2024-12-17,2024-12-20,3,Completed
EMP0119,Engineering,System Access,2024-12-20,2024-12-28,8,Completed
EMP0120,HR,Document Submission,2024-12-20,2024-12-24,4,Completed
EMP0120,HR,IT Setup,2024-12-24,2025-01-01,8,Completed
EMP0120,HR,Training,2025-01-01,2025-01-05,4,Completed
EMP0120,HR,Manager Briefing,2025-01-05,2025-01-08,3,Completed
EMP0120,HR,System Access,2025-01-08,2025-01-18,10,Completed
EMP0121,HR,Document Submission,2024-10-02,2024-10-03,1,Completed
EMP0121,HR,IT Setup,2024-10-03,2024-10-15,12,Completed
EMP0121,HR,Training,2024-10-15,2024-10-19,4,Completed
EMP0121,HR,Manager Briefing,2024-10-19,2024-10-22,3,Completed
EMP0121,HR,System Access,2024-10-22,2024-10-26,4,Completed
EMP0122,Operations,Document Submission,2023-06-02,2023-06-05,3,Completed
EMP0122,Operations,IT Setup,2023-06-05,2023-06-10,5,Completed
EMP0122,Operations,Training,2023-06-10,2023-06-11,1,Completed
EMP0122,Operations,Manager Briefing,2023-06-11,2023-06-12,1,Completed
EMP0122,Operations,System Access,2023-06-12,2023-06-20,8,Completed
EMP0123,Sales,Document Submission,2024-09-01,2024-09-02,1,Completed
EMP0123,Sales,IT Setup,2024-09-02,2024-09-17,15,Completed
EMP0123,Sales,Training,2024-09-17,2024-09-19,2,Completed
EMP0123,Sales,Manager Briefing,2024-09-19,2024-09-21,2,Completed
EMP0123,Sales,System Access,2024-09-21,2024-09-26,5,Completed
EMP0124,Engineering,Document Submission,2023-11-08,2023-11-10,2,Completed
EMP0124,Engineering,IT Setup,2023-11-10,2023-11-20,10,Completed
EMP0124,Engineering,Training,2023-11-20,2023-11-24,4,Completed
EMP0124,Engineering,Manager Briefing,2023-11-24,2023-11-28,4,Completed
EMP0124,Engineering,System Access,2023-11-28,2023-12-04,6,Completed
EMP0125,Finance,Document Submission,2023-02-10,2023-02-14,4,Completed
EMP0125,Finance,IT Setup,2023-02-14,2023-03-01,15,Completed
EMP0125,Finance,Training,2023-03-01,2023-03-03,2,Completed
EMP0125,Finance,Manager Briefing,2023-03-03,2023-03-05,2,Completed
EMP0125,Finance,System Access,2023-03-05,2023-03-14,9,Completed
EMP0126,Engineering,Document Submission,2024-11-21,2024-11-25,4,Completed
EMP0126,Engineering,IT Setup,2024-11-25,2024-11-30,5,Completed
EMP0126,Engineering,Training,2024-11-30,2024-12-02,2,Completed
EMP0126,Engineering,Manager Briefing,2024-12-02,2024-12-06,4,Completed
EMP0126,Engineering,System Access,2024-12-06,2024-12-15,9,Completed
EMP0127,Marketing,Document Submission,2024-08-13,2024-08-17,4,Completed
EMP0127,Marketing,IT Setup,2024-08-17,2024-08-22,5,Completed
EMP0127,Marketing,Training,2024-08-22,2024-08-24,2,Completed
EMP0127,Marketing,Manager Briefing,2024-08-24,2024-08-26,2,Completed
EMP0127,Marketing,System Access,2024-08-26,2024-09-02,7,Completed
EMP0128,HR,Document Submission,2024-08-22,2024-08-23,1,Completed
EMP0128,HR,IT Setup,2024-08-23,2024-09-06,14,Completed
EMP0128,HR,Training,2024-09-06,2024-09-07,1,Completed
EMP0128,HR,Manager Briefing,2024-09-07,2024-09-09,2,Completed
EMP0128,HR,System Access,2024-09-09,2024-09-17,8,Completed
EMP0129,HR,Document Submission,2023-11-25,2023-11-28,3,Completed
EMP0129,HR,IT Setup,2023-11-28,2023-12-06,8,Completed
EMP0129,HR,Training,2023-12-06,2023-12-10,4,Completed
EMP0129,HR,Manager Briefing,2023-12-10,2023-12-11,1,Completed
EMP0129,HR,System Access,2023-12-11,2023-12-18,7,Completed
EMP0130,Marketing,Document Submission,2024-11-09,2024-11-13,4,Completed
EMP0130,Marketing,IT Setup,2024-11-13,2024-11-26,13,Completed
EMP0130,Marketing,Training,2024-11-26,2024-11-29,3,Completed
EMP0130,Marketing,Manager Briefing,2024-11-29,2024-12-03,4,Completed
EMP0130,Marketing,System Access,2024-12-03,2024-12-12,9,Completed
EMP0131,Engineering,Document Submission,2023-11-28,2023-11-29,1,Completed
EMP0131,Engineering,IT Setup,2023-11-29,2023-12-09,10,Completed
EMP0131,Engineering,Training,2023-12-09,2023-12-12,3,Completed
EMP0131,Engineering,Manager Briefing,2023-12-12,2023-12-16,4,Completed
EMP0131,Engineering,System Access,2023-12-16,2023-12-21,5,Completed
EMP0132,Finance,Document Submission,2024-06-14,2024-06-17,3,Completed
EMP0132,Finance,IT Setup,2024-06-17,2024-07-01,14,Completed
EMP0132,Finance,Training,2024-07-01,2024-07-02,1,Completed
EMP0132,Finance,Manager Briefing,2024-07-02,2024-07-04,2,Completed
EMP0132,Finance,System Access,2024-07-04,2024-07-12,8,Completed
EMP0133,Engineering,Document Submission,2024-07-16,2024-07-17,1,Completed
EMP0133,Engineering,IT Setup,2024-07-17,2024-07-25,8,Completed
EMP0133,Engineering,Training,2024-07-25,2024-07-28,3,Completed
EMP0133,Engineering,Manager Briefing,2024-07-28,2024-07-29,1,Completed
EMP0133,Engineering,System Access,2024-07-29,2024-08-03,5,Completed
EMP0134,Marketing,Document Submission,2023-09-03,2023-09-06,3,Completed
EMP0134,Marketing,IT Setup,2023-09-06,2023-09-13,7,Completed
EMP0134,Marketing,Training,2023-09-13,2023-09-17,4,Completed
EMP0134,Marketing,Manager Briefing,2023-09-17,2023-09-21,4,Completed
EMP0134,Marketing,System Access,2023-09-21,2023-09-26,5,Completed
EMP0135,Operations,Document Submission,2023-08-19,2023-08-23,4,Completed
EMP0135,Operations,IT Setup,2023-08-23,2023-09-03,11,Completed
EMP0135,Operations,Training,2023-09-03,2023-09-05,2,Completed
EMP0135,Operations,Manager Briefing,2023-09-05,2023-09-09,4,Completed
EMP0135,Operations,System Access,2023-09-09,2023-09-14,5,Completed
EMP0136,Marketing,Document Submission,2024-05-25,2024-05-27,2,Completed
EMP0136,Marketing,IT Setup,2024-05-27,2024-06-08,12,Completed
EMP0136,Marketing,Training,2024-06-08,2024-06-11,3,Completed
EMP0136,Marketing,Manager Briefing,2024-06-11,2024-06-13,2,Completed
EMP0136,Marketing,System Access,2024-06-13,2024-06-18,5,Completed
EMP0137,Finance,Document Submission,2024-04-28,2024-05-01,3,Completed
EMP0137,Finance,IT Setup,2024-05-01,2024-05-13,12,Completed
EMP0137,Finance,Training,2024-05-13,2024-05-14,1,Completed
EMP0137,Finance,Manager Briefing,2024-05-14,2024-05-17,3,Completed
EMP0137,Finance,System Access,2024-05-17,2024-05-20,3,Completed
EMP0138,Sales,Document Submission,2024-06-04,2024-06-08,4,Completed
EMP0138,Sales,IT Setup,2024-06-08,2024-06-15,7,Completed
EMP0138,Sales,Training,2024-06-15,2024-06-17,2,Completed
EMP0138,Sales,Manager Briefing,2024-06-17,2024-06-21,4,Completed
EMP0138,Sales,System Access,2024-06-21,2024-07-01,10,Completed
EMP0139,Finance,Document Submission,2025-03-17,2025-03-21,4,Completed
EMP0139,Finance,IT Setup,2025-03-21,2025-04-05,15,Completed
EMP0139,Finance,Training,2025-04-05,2025-04-09,4,Completed
EMP0139,Finance,Manager Briefing,2025-04-09,2025-04-13,4,Completed
EMP0139,Finance,System Access,2025-04-13,2025-04-23,10,Completed
EMP0140,Operations,Document Submission,2024-11-06,2024-11-10,4,Completed
EMP0140,Operations,IT Setup,2024-11-10,2024-11-17,7,Completed
EMP0140,Operations,Training,2024-11-17,2024-11-18,1,Completed
EMP0140,Operations,Manager Briefing,2024-11-18,2024-11-19,1,Completed
EMP0140,Operations,System Access,2024-11-19,2024-11-25,6,Completed
EMP0141,HR,Document Submission,2025-02-20,2025-02-23,3,Completed
EMP0141,HR,IT Setup,2025-02-23,2025-02-28,5,Completed
EMP0141,HR,Training,2025-02-28,2025-03-03,3,Completed
EMP0141,HR,Manager Briefing,2025-03-03,2025-03-05,2,Completed
EMP0141,HR,System Access,2025-03-05,2025-03-12,7,Completed
EMP0142,Marketing,Document Submission,2024-01-28,2024-01-30,2,Completed
EMP0142,Marketing,IT Setup,2024-01-30,2024-02-11,12,Completed
EMP0142,Marketing,Training,2024-02-11,2024-02-15,4,Completed
EMP0142,Marketing,Manager Briefing,2024-02-15,2024-02-16,1,Completed
EMP0142,Marketing,System Access,2024-02-16,2024-02-20,4,Completed
EMP0143,Marketing,Document Submission,2024-01-26,2024-01-29,3,Completed
EMP0143,Marketing,IT Setup,2024-01-29,2024-02-11,13,Completed
EMP0143,Marketing,Training,2024-02-11,2024-02-14,3,Completed
EMP0143,Marketing,Manager Briefing,2024-02-14,2024-02-15,1,Completed
EMP0143,Marketing,System Access,2024-02-15,2024-02-25,10,Completed
EMP0144,Sales,Document Submission,2024-08-27,2024-08-29,2,Completed
EMP0144,Sales,IT Setup,2024-08-29,2024-09-09,11,Completed
EMP0144,Sales,Training,2024-09-09,2024-09-10,1,Completed
EMP0144,Sales,Manager Briefing,2024-09-10,2024-09-12,2,Completed
EMP0144,Sales,System Access,2024-09-12,2024-09-19,7,Completed
EMP0145,Operations,Document Submission,2023-01-16,2023-01-17,1,Completed
EMP0145,Operations,IT Setup,2023-01-17,2023-01-29,12,Completed
EMP0145,Operations,Training,2023-01-29,2023-02-01,3,Completed
EMP0145,Operations,Manager Briefing,2023-02-01,2023-02-04,3,Completed
EMP0145,Operations,System Access,2023-02-04,2023-02-08,4,Completed
EMP0146,Engineering,Document Submission,2023-09-29,2023-10-03,4,Completed
EMP0146,Engineering,IT Setup,2023-10-03,2023-10-09,6,Completed
EMP0146,Engineering,Training,2023-10-09,2023-10-11,2,Completed
EMP0146,Engineering,Manager Briefing,2023-10-11,2023-10-13,2,Completed
EMP0146,Engineering,System Access,2023-10-13,2023-10-21,8,Completed
EMP0147,HR,Document Submission,2025-05-29,2025-06-02,4,Completed
EMP0147,HR,IT Setup,2025-06-02,2025-06-09,7,Completed
EMP0147,HR,Training,2025-06-09,2025-06-11,2,Completed
EMP0147,HR,Manager Briefing,2025-06-11,2025-06-13,2,Completed
EMP0147,HR,System Access,2025-06-13,2025-06-19,6,Completed
EMP0148,Operations,Document Submission,2023-03-12,2023-03-13,1,Completed
EMP0148,Operations,IT Setup,2023-03-13,2023-03-27,14,Completed
EMP0148,Operations,Training,2023-03-27,2023-03-30,3,Completed
EMP0148,Operations,Manager Briefing,2023-03-30,2023-04-02,3,Completed
EMP0148,Operations,System Access,2023-04-02,2023-04-07,5,Completed
EMP0149,Finance,Document Submission,2025-02-17,2025-02-20,3,Completed
EMP0149,Finance,IT Setup,2025-02-20,2025-03-01,9,Completed
EMP0149,Finance,Training,2025-03-01,2025-03-04,3,Completed
EMP0149,Finance,Manager Briefing,2025-03-04,2025-03-07,3,Completed
EMP0149,Finance,System Access,2025-03-07,2025-03-11,4,Completed
EMP0150,Marketing,Document Submission,2023-01-30,2023-02-01,2,Completed
EMP0150,Marketing,IT Setup,2023-02-01,2023-02-12,11,Completed
EMP0150,Marketing,Training,2023-02-12,2023-02-13,1,Completed
EMP0150,Marketing,Manager Briefing,2023-02-13,2023-02-16,3,Completed
EMP0150,Marketing,System Access,2023-02-16,2023-02-21,5,Completed
EMP0151,Sales,Document Submission,2024-02-26,2024-02-28,2,Completed
EMP0151,Sales,IT Setup,2024-02-28,2024-03-07,8,Completed
EMP0151,Sales,Training,2024-03-07,2024-03-09,2,Completed
EMP0151,Sales,Manager Briefing,2024-03-09,2024-03-12,3,Completed
EMP0151,Sales,System Access,2024-03-12,2024-03-18,6,Completed
EMP0152,Engineering,Document Submission,2024-01-27,2024-01-31,4,Completed
EMP0152,Engineering,IT Setup,2024-01-31,2024-02-12,12,Completed
EMP0152,Engineering,Training,2024-02-12,2024-02-14,2,Completed
EMP0152,Engineering,Manager Briefing,2024-02-14,2024-02-17,3,Completed
EMP0152,Engineering,System Access,2024-02-17,2024-02-26,9,Completed
EMP0153,Sales,Document Submission,2023-09-18,2023-09-22,4,Completed
EMP0153,Sales,IT Setup,2023-09-22,2023-10-04,12,Completed
EMP0153,Sales,Training,2023-10-04,2023-10-05,1,Completed
EMP0153,Sales,Manager Briefing,2023-10-05,2023-10-06,1,Completed
EMP0153,Sales,System Access,2023-10-06,2023-10-15,9,Completed
EMP0154,Marketing,Document Submission,2023-03-17,2023-03-20,3,Completed
EMP0154,Marketing,IT Setup,2023-03-20,2023-03-30,10,Completed
EMP0154,Marketing,Training,2023-03-30,2023-04-03,4,Completed
EMP0154,Marketing,Manager Briefing,2023-04-03,2023-04-07,4,Completed
EMP0154,Marketing,System Access,2023-04-07,2023-04-15,8,Completed
EMP0155,Marketing,Document Submission,2024-12-07,2024-12-08,1,Completed
EMP0155,Marketing,IT Setup,2024-12-08,2024-12-14,6,Completed
EMP0155,Marketing,Training,2024-12-14,2024-12-18,4,Completed
EMP0155,Marketing,Manager Briefing,2024-12-18,2024-12-21,3,Completed
EMP0155,Marketing,System Access,2024-12-21,2024-12-25,4,Completed
EMP0156,Finance,Document Submission,2024-01-26,2024-01-30,4,Completed
EMP0156,Finance,IT Setup,2024-01-30,2024-02-07,8,Completed
EMP0156,Finance,Training,2024-02-07,2024-02-11,4,Completed
EMP0156,Finance,Manager Briefing,2024-02-11,2024-02-13,2,Completed
EMP0156,Finance,System Access,2024-02-13,2024-02-23,10,Completed
EMP0157,Engineering,Document Submission,2024-11-05,2024-11-08,3,Completed
EMP0157,Engineering,IT Setup,2024-11-08,2024-11-18,10,Completed
EMP0157,Engineering,Training,2024-11-18,2024-11-21,3,Completed
